"task","id","group","session","trial","condition","trialxcondition","RT","ACC","liking"
"pav",114,"control","second",18,"CSplus",9,0.0002514561,1,14.01099
"pav",114,"control","second",19,"CSplus",10,0.0002068739,1,14.01099
"pav",114,"control","second",20,"CSminus",10,0.0002039873,1,15.10989
"pav",114,"control","second",21,"CSminus",11,0.0002155338,1,15.10989
"pav",114,"control","second",22,"CSplus",11,0.04325654,1,14.01099
"pav",114,"control","second",23,"CSplus",12,0.1255872,1,14.01099
"pav",114,"control","second",24,"CSminus",12,0.0003021321,1,15.10989
"pav",114,"control","second",25,"CSplus",13,0.9759792,1,14.01099
"pav",114,"control","second",26,"CSminus",13,0.0003871269,1,15.10989
"pav",114,"control","second",27,"CSplus",14,0.0201569,1,14.01099
"pav",114,"control","second",28,"CSminus",14,0.03110742,1,15.10989
"pav",114,"control","second",29,"CSminus",15,0.1087307,1,15.10989
"pav",114,"control","second",30,"CSplus",15,0.5221937,1,14.01099
"pav",114,"control","second",31,"CSminus",16,0.04512225,1,15.10989
"pav",114,"control","second",32,"CSplus",16,0.0002931516,1,14.01099
"pav",114,"control","second",33,"CSplus",17,0.1242639,1,14.01099
"pav",114,"control","second",34,"CSminus",17,0.1321729,1,15.10989
"pav",114,"control","second",35,"CSplus",18,0.05308257,1,14.01099
"pav",114,"control","second",36,"CSminus",18,0.8078218,1,15.10989
"pav",114,"control","second",37,"CSplus",19,0.0002399096,1,14.01099
"pav",114,"control","second",38,"CSminus",19,0.0002171374,1,15.10989
"pav",114,"control","second",39,"CSminus",20,0.0003698072,1,15.10989
"pav",114,"control","second",40,"CSplus",20,0.0002107227,1,14.01099
"pav",115,"control","second",1,"CSminus",1,0.2889073,1,50
"pav",115,"control","second",2,"CSplus",1,0.3904744,1,73.35165
"pav",115,"control","second",3,"CSplus",2,0.316002,1,73.35165
"pav",115,"control","second",4,"CSminus",2,0.3921525,1,50
"pav",115,"control","second",5,"CSminus",3,0.5549691,1,50
"pav",115,"control","second",6,"CSplus",3,0.3828355,1,73.35165
"pav",115,"control","second",7,"CSplus",4,0.2911483,1,73.35165
"pav",115,"control","second",8,"CSminus",4,0.2979337,1,50
"pav",115,"control","second",9,"CSminus",5,0.3075593,1,50
"pav",115,"control","second",10,"CSplus",5,0.2783289,1,73.35165
"pav",115,"control","second",11,"CSminus",6,0.291962,1,50
"pav",115,"control","second",12,"CSplus",6,0.3288348,1,73.35165
"pav",115,"control","second",13,"CSminus",7,0.3018813,1,50
"pav",115,"control","second",14,"CSplus",7,0.2868068,1,73.35165
"pav",115,"control","second",15,"CSplus",8,0,0,73.35165
"pav",115,"control","second",16,"CSminus",8,0.3035655,1,50
"pav",115,"control","second",17,"CSminus",9,0.2682755,1,50
"pav",115,"control","second",18,"CSplus",9,0.2614301,1,73.35165
"pav",115,"control","second",19,"CSplus",10,0.4065884,1,73.35165
"pav",115,"control","second",20,"CSminus",10,0.5355981,1,50
"pav",115,"control","second",21,"CSminus",11,0.32206,1,50
"pav",115,"control","second",22,"CSplus",11,0.2902397,1,73.35165
"pav",115,"control","second",23,"CSminus",12,0.3114879,1,50
"pav",115,"control","second",24,"CSplus",12,0.3168169,1,73.35165
"pav",115,"control","second",25,"CSplus",13,0.329364,1,73.35165
"pav",115,"control","second",26,"CSminus",13,0.6467535,1,50
"pav",115,"control","second",27,"CSminus",14,0.3578314,1,50
"pav",115,"control","second",28,"CSplus",14,0.3403662,1,73.35165
"pav",115,"control","second",29,"CSplus",15,0.6104272,1,73.35165
"pav",115,"control","second",30,"CSminus",15,0.3885022,1,50
"pav",115,"control","second",31,"CSplus",16,0.3691196,1,73.35165
"pav",115,"control","second",32,"CSminus",16,0.3748098,1,50
"pav",115,"control","second",33,"CSminus",17,0.3168721,1,50
"pav",115,"control","second",34,"CSplus",17,0.2672443,1,73.35165
"pav",115,"control","second",35,"CSplus",18,0.5855235,1,73.35165
"pav",115,"control","second",36,"CSminus",18,0.3679114,1,50
"pav",115,"control","second",37,"CSminus",19,0.3370334,1,50
"pav",115,"control","second",38,"CSplus",19,0.3124771,1,73.35165
"pav",115,"control","second",39,"CSplus",20,0.3281998,1,73.35165
"pav",115,"control","second",40,"CSminus",20,0.7063712,1,50
"pav",116,"control","second",1,"CSminus",1,0.3626952,1,8.241758
"pav",116,"control","second",2,"CSplus",1,0.3864919,1,84.61538
"pav",116,"control","second",3,"CSminus",2,0.4696394,1,8.241758
"pav",116,"control","second",4,"CSplus",2,0.3179952,1,84.61538
"pav",116,"control","second",5,"CSminus",3,0.3408329,1,8.241758
"pav",116,"control","second",6,"CSplus",3,0.3340225,1,84.61538
"pav",116,"control","second",7,"CSminus",4,0.3054241,1,8.241758
"pav",116,"control","second",8,"CSplus",4,0.3155977,1,84.61538
"pav",116,"control","second",9,"CSminus",5,0.4752333,1,8.241758
"pav",116,"control","second",10,"CSplus",5,0.3102608,1,84.61538
"pav",116,"control","second",11,"CSplus",6,0.2474583,1,84.61538
"pav",116,"control","second",12,"CSminus",6,0.3675624,1,8.241758
"pav",116,"control","second",13,"CSminus",7,0.3403787,1,8.241758
"pav",116,"control","second",14,"CSplus",7,0.301025,1,84.61538
"pav",116,"control","second",15,"CSplus",8,0.448881,1,84.61538
"pav",116,"control","second",16,"CSminus",8,0.4072478,1,8.241758
"pav",116,"control","second",17,"CSplus",9,0.3118073,1,84.61538
"pav",116,"control","second",18,"CSminus",9,0.419441,1,8.241758
"pav",116,"control","second",19,"CSplus",10,0.3000198,1,84.61538
"pav",116,"control","second",20,"CSminus",10,0.4378568,1,8.241758
"pav",116,"control","second",21,"CSplus",11,0.2615843,1,84.61538
"pav",116,"control","second",22,"CSminus",11,0.3813711,1,8.241758
"pav",116,"control","second",23,"CSminus",12,0.4372743,1,8.241758
"pav",116,"control","second",24,"CSplus",12,0.5017372,1,84.61538
"pav",116,"control","second",25,"CSminus",13,0.3077234,1,8.241758
"pav",116,"control","second",26,"CSplus",13,0.384752,1,84.61538
"pav",116,"control","second",27,"CSminus",14,0.5025689,1,8.241758
"pav",116,"control","second",28,"CSplus",14,0.3065739,1,84.61538
"pav",116,"control","second",29,"CSplus",15,0.3968015,1,84.61538
"pav",116,"control","second",30,"CSminus",15,0.3393527,1,8.241758
"pav",116,"control","second",31,"CSplus",16,0.2903731,1,84.61538
"pav",116,"control","second",32,"CSminus",16,0.3638861,1,8.241758
"pav",116,"control","second",33,"CSplus",17,0.2069438,1,84.61538
"pav",116,"control","second",34,"CSminus",17,0.3516791,1,8.241758
"pav",116,"control","second",35,"CSplus",18,0.3848982,1,84.61538
"pav",116,"control","second",36,"CSminus",18,0.3752949,1,8.241758
"pav",116,"control","second",37,"CSplus",19,0.2972156,1,84.61538
"pav",116,"control","second",38,"CSminus",19,0.5079363,1,8.241758
"pav",116,"control","second",39,"CSplus",20,0.3278894,1,84.61538
"pav",116,"control","second",40,"CSminus",20,0.328714,1,8.241758
"pav",118,"control","second",1,"CSplus",1,0.4014626,1,31.31868
"pav",118,"control","second",2,"CSminus",1,0.5835105,1,55.21978
"pav",118,"control","second",3,"CSplus",2,0.4840514,1,31.31868
"pav",118,"control","second",4,"CSminus",2,0.5431997,1,55.21978
"pav",118,"control","second",5,"CSplus",3,0.5011617,1,31.31868
"pav",118,"control","second",6,"CSminus",3,0.4526795,1,55.21978
"pav",118,"control","second",7,"CSminus",4,0.6652865,1,55.21978
"pav",118,"control","second",8,"CSplus",4,0.6687819,1,31.31868
"pav",118,"control","second",9,"CSminus",5,0.5939897,1,55.21978
"pav",118,"control","second",10,"CSplus",5,0.6525565,1,31.31868
"pav",118,"control","second",11,"CSminus",6,0.5217334,1,55.21978
"pav",118,"control","second",12,"CSplus",6,0.5359177,1,31.31868
"pav",118,"control","second",13,"CSminus",7,0.4505155,1,55.21978
"pav",118,"control","second",14,"CSplus",7,0.5697359,1,31.31868
"pav",118,"control","second",15,"CSminus",8,0.4470085,1,55.21978
"pav",118,"control","second",16,"CSplus",8,0.5039964,1,31.31868
"pav",118,"control","second",17,"CSminus",9,0.4010595,1,55.21978
"pav",118,"control","second",18,"CSplus",9,0.5238169,1,31.31868
"pav",118,"control","second",19,"CSminus",10,0.4194883,1,55.21978
"pav",118,"control","second",20,"CSplus",10,0.497962,1,31.31868
"pav",118,"control","second",21,"CSplus",11,0.4400097,1,31.31868
"pav",118,"control","second",22,"CSminus",11,0.3915586,1,55.21978
"pav",118,"control","second",23,"CSplus",12,0.737535,1,31.31868
"pav",118,"control","second",24,"CSminus",12,0.4365564,1,55.21978
"pav",118,"control","second",25,"CSplus",13,0.5236999,1,31.31868
"pav",118,"control","second",26,"CSminus",13,0.5191631,1,55.21978
"pav",118,"control","second",27,"CSplus",14,0.5092895,1,31.31868
"pav",118,"control","second",28,"CSminus",14,0.4427796,1,55.21978
"pav",118,"control","second",29,"CSplus",15,0.3748399,1,31.31868
"pav",118,"control","second",30,"CSminus",15,0.4834622,1,55.21978
"pav",118,"control","second",31,"CSminus",16,0.3219998,1,55.21978
"pav",118,"control","second",32,"CSplus",16,0.6653715,1,31.31868
"pav",118,"control","second",33,"CSminus",17,0.5946007,1,55.21978
"pav",118,"control","second",34,"CSplus",17,0.3872351,1,31.31868
"pav",118,"control","second",35,"CSplus",18,0.38627,1,31.31868
"pav",118,"control","second",36,"CSminus",18,0.4100866,1,55.21978
"pav",118,"control","second",37,"CSminus",19,0.3473733,1,55.21978
"pav",118,"control","second",38,"CSplus",19,0.6118726,1,31.31868
"pav",118,"control","second",39,"CSminus",20,0.5583029,1,55.21978
"pav",118,"control","second",40,"CSplus",20,0.3913482,1,31.31868
"pav",119,"control","second",1,"CSminus",1,0.2962223,1,40.38462
"pav",119,"control","second",2,"CSplus",1,0.3260802,1,56.59341
"pav",119,"control","second",3,"CSplus",2,0.4825007,1,56.59341
"pav",119,"control","second",4,"CSminus",2,0.4996265,1,40.38462
"pav",119,"control","second",5,"CSminus",3,0.3075621,1,40.38462
"pav",119,"control","second",6,"CSplus",3,0.3133183,1,56.59341
"pav",119,"control","second",7,"CSplus",4,0.4080807,1,56.59341
"pav",119,"control","second",8,"CSminus",4,0.3769296,1,40.38462
"pav",119,"control","second",9,"CSminus",5,0.3475378,1,40.38462
"pav",119,"control","second",10,"CSplus",5,0.5409419,1,56.59341
"pav",119,"control","second",11,"CSplus",6,0.2906685,1,56.59341
"pav",119,"control","second",12,"CSminus",6,0.4106841,1,40.38462
"pav",119,"control","second",13,"CSplus",7,0.3849287,1,56.59341
"pav",119,"control","second",14,"CSminus",7,0.4110404,1,40.38462
"pav",119,"control","second",15,"CSplus",8,0.6588634,1,56.59341
"pav",119,"control","second",16,"CSminus",8,0.2749607,1,40.38462
"pav",119,"control","second",17,"CSminus",9,0.3144373,1,40.38462
"pav",119,"control","second",18,"CSplus",9,0.3428914,1,56.59341
"pav",119,"control","second",19,"CSplus",10,0.6123063,1,56.59341
"pav",119,"control","second",20,"CSminus",10,0.6639643,1,40.38462
"pav",119,"control","second",21,"CSplus",11,0.4956979,1,56.59341
"pav",119,"control","second",22,"CSminus",11,0.5878245,1,40.38462
"pav",119,"control","second",23,"CSplus",12,0.3987086,1,56.59341
"pav",119,"control","second",24,"CSminus",12,0.3771352,1,40.38462
"pav",119,"control","second",25,"CSminus",13,0.7111288,1,40.38462
"pav",119,"control","second",26,"CSplus",13,0.3556459,1,56.59341
"pav",119,"control","second",27,"CSplus",14,0.2205316,1,56.59341
"pav",119,"control","second",28,"CSminus",14,0.2743289,1,40.38462
"pav",119,"control","second",29,"CSplus",15,0.3044696,1,56.59341
"pav",119,"control","second",30,"CSminus",15,0.2120052,1,40.38462
"pav",119,"control","second",31,"CSplus",16,0.3586322,1,56.59341
"pav",119,"control","second",32,"CSminus",16,0.3281643,1,40.38462
"pav",119,"control","second",33,"CSplus",17,0.4021408,1,56.59341
"pav",119,"control","second",34,"CSminus",17,0,0,40.38462
"pav",119,"control","second",35,"CSplus",18,0.3304534,1,56.59341
"pav",119,"control","second",36,"CSminus",18,0.4293818,1,40.38462
"pav",119,"control","second",37,"CSminus",19,0.4963785,1,40.38462
"pav",119,"control","second",38,"CSplus",19,0.4278727,1,56.59341
"pav",119,"control","second",39,"CSminus",20,0.2248781,1,40.38462
"pav",119,"control","second",40,"CSplus",20,0.465618,1,56.59341
"pav",120,"control","second",1,"CSminus",1,0.5662662,1,49.72527
"pav",120,"control","second",2,"CSplus",1,0.3583349,1,76.64835
"pav",120,"control","second",3,"CSminus",2,0.2931543,1,49.72527
"pav",120,"control","second",4,"CSplus",2,0.3696209,1,76.64835
"pav",120,"control","second",5,"CSminus",3,0.4319578,1,49.72527
"pav",120,"control","second",6,"CSplus",3,0.3078735,1,76.64835
"pav",120,"control","second",7,"CSplus",4,0.3467724,1,76.64835
"pav",120,"control","second",8,"CSminus",4,0.5119759,1,49.72527
"pav",120,"control","second",9,"CSplus",5,0.275885,1,76.64835
"pav",120,"control","second",10,"CSminus",5,0.276453,1,49.72527
"pav",120,"control","second",11,"CSminus",6,0.3314515,1,49.72527
"pav",120,"control","second",12,"CSplus",6,0.583865,1,76.64835
"pav",120,"control","second",13,"CSminus",7,0.3039208,1,49.72527
"pav",120,"control","second",14,"CSplus",7,0.2567845,1,76.64835
"pav",120,"control","second",15,"CSplus",8,0.5688594,1,76.64835
"pav",120,"control","second",16,"CSminus",8,0.3028787,1,49.72527
"pav",120,"control","second",17,"CSminus",9,0.8907109,1,49.72527
"pav",120,"control","second",18,"CSplus",9,0.3692367,1,76.64835
"pav",120,"control","second",19,"CSplus",10,0.4434415,1,76.64835
"pav",120,"control","second",20,"CSminus",10,0.754854,1,49.72527
"pav",120,"control","second",21,"CSminus",11,0.4086375,1,49.72527
"pav",120,"control","second",22,"CSplus",11,0.2725657,1,76.64835
"pav",120,"control","second",23,"CSminus",12,0.2921928,1,49.72527
"pav",120,"control","second",24,"CSplus",12,0.3777862,1,76.64835
"pav",120,"control","second",25,"CSminus",13,0.3190493,1,49.72527
"pav",120,"control","second",26,"CSplus",13,0.3085368,1,76.64835
"pav",120,"control","second",27,"CSplus",14,0.45335,1,76.64835
"pav",120,"control","second",28,"CSminus",14,0.2980786,1,49.72527
"pav",120,"control","second",29,"CSplus",15,0.2616257,1,76.64835
"pav",120,"control","second",30,"CSminus",15,0.282369,1,49.72527
"pav",120,"control","second",31,"CSplus",16,0.4478721,1,76.64835
"pav",120,"control","second",32,"CSminus",16,0.4331391,1,49.72527
"pav",120,"control","second",33,"CSplus",17,0.3751087,1,76.64835
"pav",120,"control","second",34,"CSminus",17,0.3577303,1,49.72527
"pav",120,"control","second",35,"CSminus",18,0.3358757,1,49.72527
"pav",120,"control","second",36,"CSplus",18,0.433592,1,76.64835
"pav",120,"control","second",37,"CSminus",19,0.4056697,1,49.72527
"pav",120,"control","second",38,"CSplus",19,0.3395141,1,76.64835
"pav",120,"control","second",39,"CSplus",20,0.3209894,1,76.64835
"pav",120,"control","second",40,"CSminus",20,0.4169099,1,49.72527
"pav",121,"control","second",1,"CSminus",1,0.2877348,1,76.37363
"pav",121,"control","second",2,"CSplus",1,0.2581695,1,50.27473
"pav",121,"control","second",3,"CSminus",2,0.3476618,1,76.37363
"pav",121,"control","second",4,"CSplus",2,0.2739668,1,50.27473
"pav",121,"control","second",5,"CSminus",3,0.3004434,1,76.37363
"pav",121,"control","second",6,"CSplus",3,0.4351478,1,50.27473
"pav",121,"control","second",7,"CSplus",4,0.289189,1,50.27473
"pav",121,"control","second",8,"CSminus",4,0.2706639,1,76.37363
"pav",121,"control","second",9,"CSminus",5,0.3174127,1,76.37363
"pav",121,"control","second",10,"CSplus",5,0.2325602,1,50.27473
"pav",121,"control","second",11,"CSminus",6,0.2139587,1,76.37363
"pav",121,"control","second",12,"CSplus",6,0.2556585,1,50.27473
"pav",121,"control","second",13,"CSminus",7,0.2390414,1,76.37363
"pav",121,"control","second",14,"CSplus",7,0.430269,1,50.27473
"pav",121,"control","second",15,"CSminus",8,0.3696621,1,76.37363
"pav",121,"control","second",16,"CSplus",8,0.392405,1,50.27473
"pav",121,"control","second",17,"CSminus",9,0.2689617,1,76.37363
"pav",121,"control","second",18,"CSplus",9,0.393577,1,50.27473
"pav",121,"control","second",19,"CSminus",10,0.4137895,1,76.37363
"pav",121,"control","second",20,"CSplus",10,0.3255918,1,50.27473
"pav",121,"control","second",21,"CSplus",11,0.2662556,1,50.27473
"pav",121,"control","second",22,"CSminus",11,0.2181758,1,76.37363
"pav",121,"control","second",23,"CSplus",12,0.4289126,1,50.27473
"pav",121,"control","second",24,"CSminus",12,0.6299402,1,76.37363
"pav",121,"control","second",25,"CSplus",13,0.3090318,1,50.27473
"pav",121,"control","second",26,"CSminus",13,0.3612184,1,76.37363
"pav",121,"control","second",27,"CSminus",14,0.2705753,1,76.37363
"pav",121,"control","second",28,"CSplus",14,0.2808636,1,50.27473
"pav",121,"control","second",29,"CSplus",15,0.2688793,1,50.27473
"pav",121,"control","second",30,"CSminus",15,0.2543268,1,76.37363
"pav",121,"control","second",31,"CSminus",16,0.3096771,1,76.37363
"pav",121,"control","second",32,"CSplus",16,0.3848984,1,50.27473
"pav",121,"control","second",33,"CSplus",17,0.2667143,1,50.27473
"pav",121,"control","second",34,"CSminus",17,0.2895762,1,76.37363
"pav",121,"control","second",35,"CSminus",18,0.2304889,1,76.37363
"pav",121,"control","second",36,"CSplus",18,0.219901,1,50.27473
"pav",121,"control","second",37,"CSminus",19,0,0,76.37363
"pav",121,"control","second",38,"CSplus",19,0.2973149,1,50.27473
"pav",121,"control","second",39,"CSplus",20,0.4854331,1,50.27473
"pav",121,"control","second",40,"CSminus",20,0.2655349,1,76.37363
"pav",122,"control","second",1,"CSplus",1,0.2794945,1,90.65934
"pav",122,"control","second",2,"CSminus",1,0.2349104,1,38.73626
"pav",122,"control","second",3,"CSplus",2,0.3040232,1,90.65934
"pav",122,"control","second",4,"CSminus",2,0.4446157,1,38.73626
"pav",122,"control","second",5,"CSminus",3,0.4134777,1,38.73626
"pav",122,"control","second",6,"CSplus",3,0.2418726,1,90.65934
"pav",122,"control","second",7,"CSminus",4,0.3058655,1,38.73626
"pav",122,"control","second",8,"CSplus",4,0.2639861,1,90.65934
"pav",122,"control","second",9,"CSminus",5,0.3092117,1,38.73626
"pav",122,"control","second",10,"CSplus",5,0.2866776,1,90.65934
"pav",122,"control","second",11,"CSminus",6,0.2557102,1,38.73626
"pav",122,"control","second",12,"CSplus",6,0.3244401,1,90.65934
"pav",122,"control","second",13,"CSplus",7,0.2537076,1,90.65934
"pav",122,"control","second",14,"CSminus",7,0.5989443,1,38.73626
"pav",122,"control","second",15,"CSplus",8,0.2486814,1,90.65934
"pav",122,"control","second",16,"CSminus",8,0.3622423,1,38.73626
"pav",122,"control","second",17,"CSplus",9,0.2169625,1,90.65934
"pav",122,"control","second",18,"CSminus",9,0.5171542,1,38.73626
"pav",122,"control","second",19,"CSplus",10,0.2699428,1,90.65934
"pav",122,"control","second",20,"CSminus",10,0.5459557,1,38.73626
"pav",122,"control","second",21,"CSminus",11,0.2456703,1,38.73626
"pav",122,"control","second",22,"CSplus",11,0.3436398,1,90.65934
"pav",122,"control","second",23,"CSminus",12,0.460738,1,38.73626
"pav",122,"control","second",24,"CSplus",12,0.2252701,1,90.65934
"pav",122,"control","second",25,"CSminus",13,0.5887764,1,38.73626
"pav",122,"control","second",26,"CSplus",13,0.2436215,1,90.65934
