"task","id","group","session","trial","grips","auc"
"inst",203,"obese","third",16,27,147.5
"inst",203,"obese","third",17,24,158
"inst",203,"obese","third",18,25,166.5
"inst",203,"obese","third",19,26,167
"inst",203,"obese","third",20,26,179
"inst",203,"obese","third",21,26,142.5
"inst",203,"obese","third",22,24,115
"inst",203,"obese","third",23,25,142.5
"inst",203,"obese","third",24,26,155.5
"inst",204,"obese","third",1,18,105
"inst",204,"obese","third",2,18,116
"inst",204,"obese","third",3,22,189.5
"inst",204,"obese","third",4,24,180.5
"inst",204,"obese","third",5,23,174
"inst",204,"obese","third",6,26,202
"inst",204,"obese","third",7,24,167
"inst",204,"obese","third",8,21,112
"inst",204,"obese","third",9,24,146.5
"inst",204,"obese","third",10,20,102
"inst",204,"obese","third",11,22,130
"inst",204,"obese","third",12,19,79.5
"inst",204,"obese","third",13,19,94
"inst",204,"obese","third",14,25,115
"inst",204,"obese","third",15,26,103.5
"inst",204,"obese","third",16,18,86
"inst",204,"obese","third",17,19,74
"inst",204,"obese","third",18,26,121
"inst",204,"obese","third",19,17,68
"inst",204,"obese","third",20,24,94
"inst",204,"obese","third",21,22,85
"inst",204,"obese","third",22,13,35
"inst",204,"obese","third",23,24,114
"inst",204,"obese","third",24,17,83
"inst",205,"obese","third",1,0,0
"inst",205,"obese","third",2,7,94
"inst",205,"obese","third",3,9,136
"inst",205,"obese","third",4,9,174.5
"inst",205,"obese","third",5,10,166
"inst",205,"obese","third",6,9,177
"inst",205,"obese","third",7,7,109
"inst",205,"obese","third",8,10,169
"inst",205,"obese","third",9,9,134.5
"inst",205,"obese","third",10,9,141.5
"inst",205,"obese","third",11,8,134
"inst",205,"obese","third",12,9,140
"inst",205,"obese","third",13,8,145
"inst",205,"obese","third",14,7,142
"inst",205,"obese","third",15,10,160
"inst",205,"obese","third",16,8,133
"inst",205,"obese","third",17,5,49
"inst",205,"obese","third",18,3,24
"inst",205,"obese","third",19,8,81
"inst",205,"obese","third",20,5,58
"inst",205,"obese","third",21,7,81
"inst",205,"obese","third",22,2,6
"inst",205,"obese","third",23,8,77
"inst",205,"obese","third",24,1,8
"inst",206,"obese","third",1,8,36
"inst",206,"obese","third",2,7,35
"inst",206,"obese","third",3,13,117
"inst",206,"obese","third",4,9,98
"inst",206,"obese","third",5,6,75
"inst",206,"obese","third",6,4,34
"inst",206,"obese","third",7,10,101
"inst",206,"obese","third",8,7,65
"inst",206,"obese","third",9,5,45
"inst",206,"obese","third",10,4,33
"inst",206,"obese","third",11,1,41
"inst",206,"obese","third",12,11,111
"inst",206,"obese","third",13,7,76
"inst",206,"obese","third",14,10,81.5
"inst",206,"obese","third",15,1,4
"inst",206,"obese","third",16,1,2
"inst",206,"obese","third",17,3,93
"inst",206,"obese","third",18,1,8
"inst",206,"obese","third",19,8,105
"inst",206,"obese","third",20,3,58
"inst",206,"obese","third",21,5,46
"inst",206,"obese","third",22,8,79
"inst",206,"obese","third",23,6,69
"inst",206,"obese","third",24,3,22
"inst",207,"obese","third",1,8,151
"inst",207,"obese","third",2,9,129
"inst",207,"obese","third",3,9,147.5
"inst",207,"obese","third",4,9,138
"inst",207,"obese","third",5,11,117
"inst",207,"obese","third",6,11,102
"inst",207,"obese","third",7,9,93
"inst",207,"obese","third",8,11,98
"inst",207,"obese","third",9,9,61
"inst",207,"obese","third",10,10,93
"inst",207,"obese","third",11,11,94
"inst",207,"obese","third",12,11,99
"inst",207,"obese","third",13,11,79
"inst",207,"obese","third",14,11,90
"inst",207,"obese","third",15,11,92
"inst",207,"obese","third",16,12,100
"inst",207,"obese","third",17,12,130
"inst",207,"obese","third",18,13,157
"inst",207,"obese","third",19,12,111.5
"inst",207,"obese","third",20,13,128
"inst",207,"obese","third",21,11,75
"inst",207,"obese","third",22,13,131.5
"inst",207,"obese","third",23,13,119
"inst",207,"obese","third",24,12,93
"inst",208,"obese","third",1,11,82
"inst",208,"obese","third",2,13,86
"inst",208,"obese","third",3,13,93
"inst",208,"obese","third",4,13,106
"inst",208,"obese","third",5,14,82
"inst",208,"obese","third",6,12,64
"inst",208,"obese","third",7,13,59
"inst",208,"obese","third",8,14,91
"inst",208,"obese","third",9,14,81
"inst",208,"obese","third",10,15,70
"inst",208,"obese","third",11,15,54.5
"inst",208,"obese","third",12,13,58
"inst",208,"obese","third",13,15,79
"inst",208,"obese","third",14,14,100
"inst",208,"obese","third",15,15,84
"inst",208,"obese","third",16,16,80
"inst",208,"obese","third",17,13,68
"inst",208,"obese","third",18,16,103
"inst",208,"obese","third",19,14,75
"inst",208,"obese","third",20,12,50
"inst",208,"obese","third",21,12,79
"inst",208,"obese","third",22,14,68
"inst",208,"obese","third",23,15,78
"inst",208,"obese","third",24,14,111
"inst",209,"obese","third",1,14,161
"inst",209,"obese","third",2,16,184
"inst",209,"obese","third",3,18,175.5
"inst",209,"obese","third",4,16,142
"inst",209,"obese","third",5,16,143.5
"inst",209,"obese","third",6,19,167
"inst",209,"obese","third",7,17,144
"inst",209,"obese","third",8,18,175
"inst",209,"obese","third",9,16,162
"inst",209,"obese","third",10,19,185
"inst",209,"obese","third",11,19,146
"inst",209,"obese","third",12,16,115
"inst",209,"obese","third",13,18,175
"inst",209,"obese","third",14,19,125
"inst",209,"obese","third",15,19,136
"inst",209,"obese","third",16,19,127.5
"inst",209,"obese","third",17,18,147
"inst",209,"obese","third",18,19,162.5
"inst",209,"obese","third",19,19,221
"inst",209,"obese","third",20,16,167
"inst",209,"obese","third",21,17,170.5
"inst",209,"obese","third",22,18,115.5
"inst",209,"obese","third",23,19,143
"inst",209,"obese","third",24,18,218.5
"inst",211,"obese","third",1,15,121
"inst",211,"obese","third",2,13,81
"inst",211,"obese","third",3,12,70
"inst",211,"obese","third",4,21,111
"inst",211,"obese","third",5,6,24
"inst",211,"obese","third",6,5,23
"inst",211,"obese","third",7,1,1
"inst",211,"obese","third",8,2,8
"inst",211,"obese","third",9,3,11
"inst",211,"obese","third",10,1,7
"inst",211,"obese","third",11,4,13
"inst",211,"obese","third",12,4,14
"inst",211,"obese","third",13,2,9
"inst",211,"obese","third",14,0,0
"inst",211,"obese","third",15,3,10
"inst",211,"obese","third",16,5,20
"inst",211,"obese","third",17,0,0
"inst",211,"obese","third",18,1,3
"inst",211,"obese","third",19,1,3
"inst",211,"obese","third",20,3,8
"inst",211,"obese","third",21,0,0
"inst",211,"obese","third",22,6,15
"inst",211,"obese","third",23,0,0
"inst",211,"obese","third",24,0,0
"inst",213,"obese","third",1,11,82
"inst",213,"obese","third",2,13,129
"inst",213,"obese","third",3,11,106
"inst",213,"obese","third",4,12,133
"inst",213,"obese","third",5,13,111
"inst",213,"obese","third",6,11,95
"inst",213,"obese","third",7,12,114
"inst",213,"obese","third",8,14,115.5
"inst",213,"obese","third",9,11,80
"inst",213,"obese","third",10,11,96
"inst",213,"obese","third",11,13,117
"inst",213,"obese","third",12,8,47
"inst",213,"obese","third",13,11,63
"inst",213,"obese","third",14,11,98
"inst",213,"obese","third",15,14,124
"inst",213,"obese","third",16,11,106
"inst",213,"obese","third",17,12,111
"inst",213,"obese","third",18,13,109.5
"inst",213,"obese","third",19,13,91
"inst",213,"obese","third",20,11,93
"inst",213,"obese","third",21,13,81.5
"inst",213,"obese","third",22,13,113
"inst",213,"obese","third",23,10,57
"inst",213,"obese","third",24,11,70
"inst",215,"obese","third",1,7,106
"inst",215,"obese","third",2,7,121
"inst",215,"obese","third",3,7,150
"inst",215,"obese","third",4,6,130
"inst",215,"obese","third",5,9,165
"inst",215,"obese","third",6,6,137
"inst",215,"obese","third",7,6,142
"inst",215,"obese","third",8,8,183.5
"inst",215,"obese","third",9,7,164
"inst",215,"obese","third",10,8,221
"inst",215,"obese","third",11,7,165.5
"inst",215,"obese","third",12,8,209
"inst",215,"obese","third",13,8,225
"inst",215,"obese","third",14,9,184
"inst",215,"obese","third",15,12,245
"inst",215,"obese","third",16,8,191
"inst",215,"obese","third",17,7,178
"inst",215,"obese","third",18,9,289
"inst",215,"obese","third",19,9,197.5
"inst",215,"obese","third",20,9,198
"inst",215,"obese","third",21,9,196
"inst",215,"obese","third",22,8,159
"inst",215,"obese","third",23,10,176.5
"inst",215,"obese","third",24,7,194.5
"inst",217,"obese","third",1,6,63
"inst",217,"obese","third",2,5,44
"inst",217,"obese","third",3,0,0
"inst",217,"obese","third",4,5,36
"inst",217,"obese","third",5,5,46
"inst",217,"obese","third",6,3,23
"inst",217,"obese","third",7,0,0
"inst",217,"obese","third",8,0,0
"inst",217,"obese","third",9,0,0
"inst",217,"obese","third",10,0,0
"inst",217,"obese","third",11,0,0
"inst",217,"obese","third",12,0,0
"inst",217,"obese","third",13,0,0
"inst",217,"obese","third",14,0,0
"inst",217,"obese","third",15,0,0
"inst",217,"obese","third",16,12,112
"inst",217,"obese","third",17,4,30
"inst",217,"obese","third",18,4,42
"inst",217,"obese","third",19,1,10
"inst",217,"obese","third",20,1,13
"inst",217,"obese","third",21,2,15
"inst",217,"obese","third",22,1,13
"inst",217,"obese","third",23,3,23
"inst",217,"obese","third",24,1,11
"inst",218,"obese","third",1,14,138
"inst",218,"obese","third",2,15,149
"inst",218,"obese","third",3,14,163
"inst",218,"obese","third",4,14,158
"inst",218,"obese","third",5,14,160
"inst",218,"obese","third",6,14,168
"inst",218,"obese","third",7,14,150
"inst",218,"obese","third",8,13,110.5
"inst",218,"obese","third",9,13,136
"inst",218,"obese","third",10,11,105
"inst",218,"obese","third",11,14,113.5
"inst",218,"obese","third",12,14,155.5
"inst",218,"obese","third",13,14,123.5
"inst",218,"obese","third",14,13,126
"inst",218,"obese","third",15,14,99
"inst",218,"obese","third",16,16,122
"inst",218,"obese","third",17,9,71
"inst",218,"obese","third",18,11,103
"inst",218,"obese","third",19,7,58
"inst",218,"obese","third",20,7,49
"inst",218,"obese","third",21,10,55
"inst",218,"obese","third",22,8,58
"inst",218,"obese","third",23,12,85
"inst",218,"obese","third",24,10,86
"inst",220,"obese","third",1,6,213
"inst",220,"obese","third",2,5,127
"inst",220,"obese","third",3,5,87
"inst",220,"obese","third",4,6,140
"inst",220,"obese","third",5,6,138
"inst",220,"obese","third",6,3,51
"inst",220,"obese","third",7,1,27
"inst",220,"obese","third",8,5,120
"inst",220,"obese","third",9,9,267
"inst",220,"obese","third",10,8,202
"inst",220,"obese","third",11,3,57
"inst",220,"obese","third",12,7,195
"inst",220,"obese","third",13,6,104
"inst",220,"obese","third",14,8,122
"inst",220,"obese","third",15,5,72
"inst",220,"obese","third",16,2,25
"inst",220,"obese","third",17,4,69
"inst",220,"obese","third",18,4,52
"inst",220,"obese","third",19,9,123
"inst",220,"obese","third",20,6,108
"inst",220,"obese","third",21,5,73
"inst",220,"obese","third",22,1,5
"inst",220,"obese","third",23,1,3
"inst",220,"obese","third",24,12,212
"inst",221,"obese","third",1,10,215
"inst",221,"obese","third",2,12,238
"inst",221,"obese","third",3,13,222.5
"inst",221,"obese","third",4,13,221.5
"inst",221,"obese","third",5,12,254
"inst",221,"obese","third",6,13,221.5
"inst",221,"obese","third",7,13,223.5
"inst",221,"obese","third",8,12,218
"inst",221,"obese","third",9,11,179
"inst",221,"obese","third",10,12,181
"inst",221,"obese","third",11,12,191
"inst",221,"obese","third",12,12,182
"inst",221,"obese","third",13,12,204
"inst",221,"obese","third",14,13,156.5
"inst",221,"obese","third",15,12,168
"inst",221,"obese","third",16,12,154
"inst",221,"obese","third",17,12,173
"inst",221,"obese","third",18,12,154
"inst",221,"obese","third",19,12,135
"inst",221,"obese","third",20,11,129.5
"inst",221,"obese","third",21,12,122
"inst",221,"obese","third",22,12,145
"inst",221,"obese","third",23,12,139
"inst",221,"obese","third",24,12,163
"inst",224,"obese","third",1,8,104.5
"inst",224,"obese","third",2,10,115
"inst",224,"obese","third",3,8,65
"inst",224,"obese","third",4,8,67
"inst",224,"obese","third",5,6,52
"inst",224,"obese","third",6,7,48
"inst",224,"obese","third",7,11,126
"inst",224,"obese","third",8,7,85
"inst",224,"obese","third",9,10,95
"inst",224,"obese","third",10,12,113
"inst",224,"obese","third",11,7,46
"inst",224,"obese","third",12,9,78
"inst",224,"obese","third",13,11,99
"inst",224,"obese","third",14,11,100
"inst",224,"obese","third",15,10,108
"inst",224,"obese","third",16,5,52
"inst",224,"obese","third",17,6,36
"inst",224,"obese","third",18,7,40
"inst",224,"obese","third",19,10,71
"inst",224,"obese","third",20,6,39
"inst",224,"obese","third",21,4,25
"inst",224,"obese","third",22,9,75
"inst",224,"obese","third",23,13,116
"inst",224,"obese","third",24,3,15
"inst",225,"obese","third",1,21,162
"inst",225,"obese","third",2,16,94
"inst",225,"obese","third",3,21,128
"inst",225,"obese","third",4,18,97.5
"inst",225,"obese","third",5,10,37
"inst",225,"obese","third",6,10,44
"inst",225,"obese","third",7,13,70
"inst",225,"obese","third",8,10,52
"inst",225,"obese","third",9,16,75.5
"inst",225,"obese","third",10,7,34
"inst",225,"obese","third",11,14,48
"inst",225,"obese","third",12,13,47
"inst",225,"obese","third",13,5,28
"inst",225,"obese","third",14,4,17
"inst",225,"obese","third",15,3,13
"inst",225,"obese","third",16,0,0
"inst",225,"obese","third",17,7,28
"inst",225,"obese","third",18,15,67
"inst",225,"obese","third",19,23,211.5
"inst",225,"obese","third",20,24,198
"inst",225,"obese","third",21,20,182.5
"inst",225,"obese","third",22,16,125
"inst",225,"obese","third",23,22,264.5
"inst",225,"obese","third",24,20,212.5
"inst",226,"obese","third",1,17,187
"inst",226,"obese","third",2,27,242
"inst",226,"obese","third",3,21,177
"inst",226,"obese","third",4,21,121
"inst",226,"obese","third",5,22,158
"inst",226,"obese","third",6,17,104
"inst",226,"obese","third",7,14,91
"inst",226,"obese","third",8,19,137
"inst",226,"obese","third",9,17,195
"inst",226,"obese","third",10,18,188.5
"inst",226,"obese","third",11,21,190.5
"inst",226,"obese","third",12,21,216
"inst",226,"obese","third",13,22,199
"inst",226,"obese","third",14,15,133
"inst",226,"obese","third",15,19,189
"inst",226,"obese","third",16,18,169.5
"inst",226,"obese","third",17,16,189
"inst",226,"obese","third",18,21,182
"inst",226,"obese","third",19,19,219.5
"inst",226,"obese","third",20,15,137.5
"inst",226,"obese","third",21,20,166
"inst",226,"obese","third",22,21,201
"inst",226,"obese","third",23,25,178
"inst",226,"obese","third",24,21,191.5
"inst",227,"obese","third",1,6,194.5
"inst",227,"obese","third",2,6,201
"inst",227,"obese","third",3,5,159
"inst",227,"obese","third",4,6,200
"inst",227,"obese","third",5,8,243.5
"inst",227,"obese","third",6,7,206
"inst",227,"obese","third",7,5,158
"inst",227,"obese","third",8,6,150.5
"inst",227,"obese","third",9,7,206
"inst",227,"obese","third",10,6,191.5
"inst",227,"obese","third",11,10,237.5
"inst",227,"obese","third",12,6,130
"inst",227,"obese","third",13,6,155
"inst",227,"obese","third",14,7,171.5
"inst",227,"obese","third",15,6,162.5
"inst",227,"obese","third",16,11,271.5
"inst",227,"obese","third",17,5,146
"inst",227,"obese","third",18,6,102.5
"inst",227,"obese","third",19,8,199
"inst",227,"obese","third",20,8,166
"inst",227,"obese","third",21,7,225
"inst",227,"obese","third",22,7,168
"inst",227,"obese","third",23,5,162
"inst",227,"obese","third",24,5,141
"inst",228,"obese","third",1,7,38
"inst",228,"obese","third",2,7,39
"inst",228,"obese","third",3,8,53
"inst",228,"obese","third",4,9,78
"inst",228,"obese","third",5,5,40
"inst",228,"obese","third",6,10,66
"inst",228,"obese","third",7,10,59.5
"inst",228,"obese","third",8,9,58
"inst",228,"obese","third",9,4,24
"inst",228,"obese","third",10,10,57
"inst",228,"obese","third",11,8,44
"inst",228,"obese","third",12,13,64
"inst",228,"obese","third",13,13,74
"inst",228,"obese","third",14,16,113.5
"inst",228,"obese","third",15,18,119
"inst",228,"obese","third",16,13,60
"inst",228,"obese","third",17,16,83
"inst",228,"obese","third",18,13,63
"inst",228,"obese","third",19,15,55.5
"inst",228,"obese","third",20,15,74
"inst",228,"obese","third",21,17,71
"inst",228,"obese","third",22,17,96
"inst",228,"obese","third",23,16,83.5
"inst",228,"obese","third",24,18,92
"inst",229,"obese","third",1,20,239.5
"inst",229,"obese","third",2,21,249
"inst",229,"obese","third",3,12,77
"inst",229,"obese","third",4,18,171.5
"inst",229,"obese","third",5,22,211.5
"inst",229,"obese","third",6,16,82.5
"inst",229,"obese","third",7,19,135.5
"inst",229,"obese","third",8,22,136
"inst",229,"obese","third",9,17,74.5
"inst",229,"obese","third",10,22,102
"inst",229,"obese","third",11,7,32
"inst",229,"obese","third",12,21,146
"inst",229,"obese","third",13,17,90
"inst",229,"obese","third",14,26,172.5
"inst",229,"obese","third",15,22,129
"inst",229,"obese","third",16,18,114
"inst",229,"obese","third",17,14,68
"inst",229,"obese","third",18,17,126.5
"inst",229,"obese","third",19,16,112
"inst",229,"obese","third",20,6,15
"inst",229,"obese","third",21,15,87
"inst",229,"obese","third",22,14,80
"inst",229,"obese","third",23,17,99.5
"inst",229,"obese","third",24,8,22
"inst",230,"obese","third",1,1,34
"inst",230,"obese","third",2,2,60
"inst",230,"obese","third",3,0,0
"inst",230,"obese","third",4,0,0
"inst",230,"obese","third",5,2,39
"inst",230,"obese","third",6,0,0
"inst",230,"obese","third",7,1,34
"inst",230,"obese","third",8,0,0
"inst",230,"obese","third",9,0,0
"inst",230,"obese","third",10,1,16
"inst",230,"obese","third",11,0,0
"inst",230,"obese","third",12,1,43
"inst",230,"obese","third",13,0,0
"inst",230,"obese","third",14,1,34
"inst",230,"obese","third",15,0,0
"inst",230,"obese","third",16,0,0
"inst",230,"obese","third",17,1,32
"inst",230,"obese","third",18,0,0
"inst",230,"obese","third",19,0,0
"inst",230,"obese","third",20,0,0
"inst",230,"obese","third",21,1,34
"inst",230,"obese","third",22,0,0
"inst",230,"obese","third",23,0,0
"inst",230,"obese","third",24,1,39
"inst",231,"obese","third",1,11,210
"inst",231,"obese","third",2,11,209.5
"inst",231,"obese","third",3,13,199.5
"inst",231,"obese","third",4,12,184.5
"inst",231,"obese","third",5,13,197.5
"inst",231,"obese","third",6,13,206.5
"inst",231,"obese","third",7,12,175
"inst",231,"obese","third",8,14,195.5
"inst",231,"obese","third",9,13,168
"inst",231,"obese","third",10,14,213
"inst",231,"obese","third",11,15,201.5
"inst",231,"obese","third",12,13,190
"inst",231,"obese","third",13,13,205
"inst",231,"obese","third",14,14,194
"inst",231,"obese","third",15,14,162
"inst",231,"obese","third",16,12,143
"inst",231,"obese","third",17,14,127
"inst",231,"obese","third",18,9,100
"inst",231,"obese","third",19,10,113
"inst",231,"obese","third",20,14,129
"inst",231,"obese","third",21,9,83
"inst",231,"obese","third",22,13,102
"inst",231,"obese","third",23,15,143
"inst",231,"obese","third",24,13,91
"inst",232,"obese","third",1,26,273
"inst",232,"obese","third",2,24,223
"inst",232,"obese","third",3,26,230
"inst",232,"obese","third",4,27,233.5
"inst",232,"obese","third",5,22,226
"inst",232,"obese","third",6,23,193
"inst",232,"obese","third",7,23,215
"inst",232,"obese","third",8,22,251.5
"inst",232,"obese","third",9,15,197
"inst",232,"obese","third",10,17,133
"inst",232,"obese","third",11,13,107
"inst",232,"obese","third",12,21,255
"inst",232,"obese","third",13,24,239
"inst",232,"obese","third",14,23,216
"inst",232,"obese","third",15,22,189
"inst",232,"obese","third",16,15,168
"inst",232,"obese","third",17,18,164
"inst",232,"obese","third",18,19,183.5
"inst",232,"obese","third",19,13,87
"inst",232,"obese","third",20,14,133.5
"inst",232,"obese","third",21,16,159
"inst",232,"obese","third",22,11,96
"inst",232,"obese","third",23,13,97
"inst",232,"obese","third",24,15,139
"inst",234,"obese","third",1,25,236.5
"inst",234,"obese","third",2,22,280
"inst",234,"obese","third",3,24,240.5
"inst",234,"obese","third",4,27,179.5
"inst",234,"obese","third",5,30,195
"inst",234,"obese","third",6,30,164
"inst",234,"obese","third",7,30,193.5
"inst",234,"obese","third",8,27,198
"inst",234,"obese","third",9,25,139
"inst",234,"obese","third",10,26,129.5
"inst",234,"obese","third",11,24,107
"inst",234,"obese","third",12,25,119
"inst",234,"obese","third",13,23,110
"inst",234,"obese","third",14,21,65
"inst",234,"obese","third",15,20,89
"inst",234,"obese","third",16,18,49
"inst",234,"obese","third",17,23,88.5
"inst",234,"obese","third",18,27,131
"inst",234,"obese","third",19,23,102
"inst",234,"obese","third",20,27,107
"inst",234,"obese","third",21,25,126
"inst",234,"obese","third",22,24,150
"inst",234,"obese","third",23,28,117.5
"inst",234,"obese","third",24,22,64.5
"inst",235,"obese","third",1,21,251.5
"inst",235,"obese","third",2,11,68
"inst",235,"obese","third",3,14,63
"inst",235,"obese","third",4,13,62
"inst",235,"obese","third",5,15,94
"inst",235,"obese","third",6,10,62.5
"inst",235,"obese","third",7,3,16
"inst",235,"obese","third",8,6,40.5
"inst",235,"obese","third",9,17,118
"inst",235,"obese","third",10,8,27
"inst",235,"obese","third",11,16,90.5
"inst",235,"obese","third",12,8,41
"inst",235,"obese","third",13,7,44
"inst",235,"obese","third",14,5,25
"inst",235,"obese","third",15,12,128
"inst",235,"obese","third",16,5,11
"inst",235,"obese","third",17,3,10
"inst",235,"obese","third",18,3,10
"inst",235,"obese","third",19,1,6
"inst",235,"obese","third",20,7,19
"inst",235,"obese","third",21,9,39
"inst",235,"obese","third",22,14,79
"inst",235,"obese","third",23,1,3
"inst",235,"obese","third",24,0,0
"inst",236,"obese","third",1,24,350.5
"inst",236,"obese","third",2,23,287
"inst",236,"obese","third",3,20,260
"inst",236,"obese","third",4,20,254.5
"inst",236,"obese","third",5,20,225.5
"inst",236,"obese","third",6,19,179
"inst",236,"obese","third",7,20,220.5
"inst",236,"obese","third",8,20,182
"inst",236,"obese","third",9,17,211
"inst",236,"obese","third",10,22,232
"inst",236,"obese","third",11,10,63
"inst",236,"obese","third",12,20,204
"inst",236,"obese","third",13,17,157
"inst",236,"obese","third",14,21,141
"inst",236,"obese","third",15,18,109
"inst",236,"obese","third",16,13,74
"inst",236,"obese","third",17,17,127.5
"inst",236,"obese","third",18,17,108.5
"inst",236,"obese","third",19,15,85
"inst",236,"obese","third",20,15,87.5
"inst",236,"obese","third",21,17,96
"inst",236,"obese","third",22,17,121
"inst",236,"obese","third",23,19,147
"inst",236,"obese","third",24,18,122
"inst",237,"obese","third",1,21,147.5
"inst",237,"obese","third",2,24,196
"inst",237,"obese","third",3,25,186
"inst",237,"obese","third",4,24,169
"inst",237,"obese","third",5,23,119.5
"inst",237,"obese","third",6,16,73
"inst",237,"obese","third",7,21,89
"inst",237,"obese","third",8,20,119
"inst",237,"obese","third",9,12,61
"inst",237,"obese","third",10,24,172
"inst",237,"obese","third",11,22,135
"inst",237,"obese","third",12,17,86
"inst",237,"obese","third",13,12,43
"inst",237,"obese","third",14,18,90.5
"inst",237,"obese","third",15,19,105
"inst",237,"obese","third",16,22,134
"inst",237,"obese","third",17,14,61
"inst",237,"obese","third",18,19,101.5
"inst",237,"obese","third",19,7,13
"inst",237,"obese","third",20,18,78
"inst",237,"obese","third",21,20,92.5
"inst",237,"obese","third",22,22,138
"inst",237,"obese","third",23,18,144
"inst",237,"obese","third",24,16,81
"inst",238,"obese","third",1,4,63
"inst",238,"obese","third",2,2,36
"inst",238,"obese","third",3,0,0
"inst",238,"obese","third",4,3,49
"inst",238,"obese","third",5,8,119
"inst",238,"obese","third",6,4,65
"inst",238,"obese","third",7,7,94
"inst",238,"obese","third",8,11,115.5
"inst",238,"obese","third",9,9,118
"inst",238,"obese","third",10,11,148
"inst",238,"obese","third",11,12,131
"inst",238,"obese","third",12,7,76.5
"inst",238,"obese","third",13,9,85
"inst",238,"obese","third",14,10,102
"inst",238,"obese","third",15,17,194
"inst",238,"obese","third",16,9,80.5
"inst",238,"obese","third",17,6,54
"inst",238,"obese","third",18,19,222
"inst",238,"obese","third",19,16,138
"inst",238,"obese","third",20,7,70
"inst",238,"obese","third",21,11,142
"inst",238,"obese","third",22,13,153
"inst",238,"obese","third",23,10,82
"inst",238,"obese","third",24,4,73
"inst",239,"obese","third",1,15,121
"inst",239,"obese","third",2,15,92
"inst",239,"obese","third",3,5,40
"inst",239,"obese","third",4,22,135
"inst",239,"obese","third",5,8,51
"inst",239,"obese","third",6,17,88
"inst",239,"obese","third",7,12,52
"inst",239,"obese","third",8,14,89
"inst",239,"obese","third",9,14,70
"inst",239,"obese","third",10,16,91
"inst",239,"obese","third",11,17,105
"inst",239,"obese","third",12,10,51
"inst",239,"obese","third",13,19,123
"inst",239,"obese","third",14,9,47
"inst",239,"obese","third",15,14,75
"inst",239,"obese","third",16,11,67
"inst",239,"obese","third",17,16,85
"inst",239,"obese","third",18,11,65
"inst",239,"obese","third",19,18,114
"inst",239,"obese","third",20,5,20
"inst",239,"obese","third",21,16,94
"inst",239,"obese","third",22,3,10
"inst",239,"obese","third",23,10,69
"inst",239,"obese","third",24,20,125
"inst",241,"obese","third",1,23,170.5
"inst",241,"obese","third",2,20,120
"inst",241,"obese","third",3,18,122
"inst",241,"obese","third",4,22,147
"inst",241,"obese","third",5,22,112
"inst",241,"obese","third",6,21,115
"inst",241,"obese","third",7,19,129
"inst",241,"obese","third",8,13,67.5
"inst",241,"obese","third",9,21,128
"inst",241,"obese","third",10,20,109
"inst",241,"obese","third",11,20,117
"inst",241,"obese","third",12,22,128.5
"inst",241,"obese","third",13,16,86
"inst",241,"obese","third",14,16,90
"inst",241,"obese","third",15,8,38
"inst",241,"obese","third",16,23,141
"inst",241,"obese","third",17,21,124.5
"inst",241,"obese","third",18,21,110
"inst",241,"obese","third",19,20,135
"inst",241,"obese","third",20,13,54
"inst",241,"obese","third",21,17,95
"inst",241,"obese","third",22,15,85
"inst",241,"obese","third",23,6,40
"inst",241,"obese","third",24,22,129
"inst",242,"obese","third",1,9,202
"inst",242,"obese","third",2,9,250.5
"inst",242,"obese","third",3,10,256.5
"inst",242,"obese","third",4,10,235
"inst",242,"obese","third",5,8,207
"inst",242,"obese","third",6,9,226.5
"inst",242,"obese","third",7,10,240.5
"inst",242,"obese","third",8,9,237
"inst",242,"obese","third",9,9,229.5
"inst",242,"obese","third",10,10,242.5
"inst",242,"obese","third",11,9,221.5
"inst",242,"obese","third",12,9,247
"inst",242,"obese","third",13,10,218.5
"inst",242,"obese","third",14,7,224
"inst",242,"obese","third",15,9,239.5
"inst",242,"obese","third",16,7,220
"inst",242,"obese","third",17,9,252.5
"inst",242,"obese","third",18,8,206.5
"inst",242,"obese","third",19,7,202
"inst",242,"obese","third",20,8,187
"inst",242,"obese","third",21,9,236.5
"inst",242,"obese","third",22,6,173
"inst",242,"obese","third",23,8,241.5
"inst",242,"obese","third",24,9,246.5
"inst",244,"obese","third",1,14,67
"inst",244,"obese","third",2,12,57
"inst",244,"obese","third",3,5,24
"inst",244,"obese","third",4,2,3
"inst",244,"obese","third",5,12,65
"inst",244,"obese","third",6,10,39
"inst",244,"obese","third",7,7,27
"inst",244,"obese","third",8,6,29
"inst",244,"obese","third",9,6,32
"inst",244,"obese","third",10,5,21
"inst",244,"obese","third",11,3,10
"inst",244,"obese","third",12,3,9
"inst",244,"obese","third",13,6,20
"inst",244,"obese","third",14,1,1
"inst",244,"obese","third",15,12,70
"inst",244,"obese","third",16,8,46
"inst",244,"obese","third",17,4,14
"inst",244,"obese","third",18,10,59
"inst",244,"obese","third",19,9,46
"inst",244,"obese","third",20,3,18
"inst",244,"obese","third",21,6,27
"inst",244,"obese","third",22,1,1
"inst",244,"obese","third",23,4,19
"inst",244,"obese","third",24,5,32
"inst",246,"obese","third",1,23,146
"inst",246,"obese","third",2,28,200.5
"inst",246,"obese","third",3,26,138
"inst",246,"obese","third",4,23,154
"inst",246,"obese","third",5,25,201
"inst",246,"obese","third",6,23,107
"inst",246,"obese","third",7,16,49
"inst",246,"obese","third",8,10,40
